1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,2,0
7,5,0
8,2,0
9,4,0
10,4,0
11,0,0
12,4,0
13,3,0
14,6,0
15,6,0
16,10,0
17,8,0
18,8,0
19,6,0
20,6,0
21,10,0
22,10,0
23,11,0
24,9,0
25,6,0
26,3,0
27,8,0
28,4,0
29,10,0
30,6,0
31,7,0
32,8,0
33,4,0
34,12,0
35,5,0
36,8,0
37,11,0
38,10,0
39,6,0
40,8,0
41,9,0
42,5,0
43,8,0
44,5,0
45,6,0
46,4,0
47,11,0
48,6,0
49,7,0
50,4,0
51,1,0
52,4,0
53,4,0
54,6,0
55,5,0
56,3,0
57,3,0
58,9,0
59,7,0
60,2,0
61,7,0
62,5,0
63,2,0
64,6,0
65,4,0
66,4,0
67,4,0
68,3,0
69,4,0
70,4,0
71,1,0
72,2,0
73,2,0
74,1,0
75,6,0
76,5,0
77,4,0
78,3,0
79,3,0
80,4,0
81,3,0
82,2,0
83,3,0
84,1,0
85,2,0
86,2,0
87,3,0
88,2,0
89,5,0
90,4,0
91,8,0
92,3,0
93,2,0
94,3,0
95,2,0
96,3,0
97,3,0
98,5,0
99,1,0
100,1,0
101,3,0
102,6,0
103,5,0
104,4,0
105,3,0
106,4,0
107,2,0
108,2,0
109,4,0
110,6,0
111,5,0
112,1,0
113,3,0
114,10,0
115,2,0
116,4,0
117,5,0
118,5,0
119,2,0
120,12,0
121,11,0
122,2,0
123,5,0
124,11,0
125,5,0
126,12,0
127,10,0
128,7,0
129,7,0
130,14,0
131,7,0
132,13,0
133,14,0
134,15,0
135,15,0
136,13,0
137,24,0
138,21,0
139,27,0
140,35,0
141,39,0
142,45,0
143,30,0
144,41,0
145,53,0
146,55,0
147,48,0
148,40,0
149,49,0
150,51,0
151,47,0
152,38,0
153,43,0
154,43,0
155,48,0
156,45,0
157,42,0
158,30,0
159,34,0
160,16,0
161,30,0
162,35,0
163,23,0
164,29,0
165,27,0
166,30,0
167,23,0
168,17,0
169,18,0
170,24,0
171,15,0
172,10,0
173,19,0
174,9,0
175,10,0
176,18,0
177,14,0
178,11,1
179,9,0
180,14,0
181,7,0
182,3,0
183,9,0
184,4,0
185,8,0
186,9,0
187,4,0
188,5,0
189,4,0
190,6,0
191,5,0
192,3,0
193,3,0
194,1,0
195,4,0
196,4,0
197,4,0
198,2,0
199,2,0
200,2,0
201,0,0
202,2,0
203,1,0
204,3,0
205,1,0
206,2,0
207,3,0
208,2,0
209,1,0
210,1,0
211,0,0
212,0,0
213,1,0
214,4,0
215,1,0
216,3,0
217,2,0
218,1,0
219,0,0
220,2,0
221,1,0
222,0,0
223,0,0
224,2,0
225,2,0
226,0,0
227,1,0
228,3,0
229,1,0
230,2,0
231,0,0
232,2,0
233,3,0
234,0,0
235,2,0
236,4,0
237,1,0
238,3,0
239,2,0
240,1,0
241,2,0
242,5,0
243,4,0
244,2,0
245,3,0
246,2,0
247,1,0
248,1,0
249,0,0
250,1,0
251,4,0
252,5,0
253,5,0
254,3,0
255,5,0
256,4,0
257,4,0
258,1,0
259,4,0
260,4,0
261,6,0
262,6,0
263,3,0
264,5,0
265,2,0
266,7,0
267,5,0
268,2,0
269,8,0
270,3,0
271,2,0
272,3,0
273,18,0
274,6,0
275,8,0
276,1,0
277,6,0
278,6,0
279,9,0
280,5,0
281,9,0
282,7,0
283,6,0
284,4,0
285,3,0
286,6,0
287,7,0
288,12,0
289,2,0
290,6,0
291,8,0
292,5,0
