1,0,0
2,0,0
3,0,0
4,1,0
5,0,0
6,1,0
7,1,0
8,1,0
9,5,0
10,0,0
11,4,0
12,6,0
13,6,0
14,6,0
15,8,0
16,3,0
17,5,0
18,5,0
19,3,0
20,6,0
21,7,0
22,13,0
23,6,0
24,5,0
25,7,0
26,8,0
27,10,0
28,8,0
29,14,0
30,12,0
31,9,0
32,4,0
33,7,0
34,7,0
35,7,0
36,7,0
37,9,0
38,7,0
39,6,0
40,9,0
41,6,0
42,8,0
43,6,0
44,7,0
45,5,0
46,6,0
47,5,0
48,2,0
49,5,0
50,9,0
51,3,0
52,9,0
53,12,0
54,7,0
55,4,0
56,6,0
57,4,0
58,5,0
59,2,0
60,5,0
61,3,0
62,2,0
63,6,0
64,5,0
65,4,0
66,0,0
67,3,0
68,3,0
69,5,0
70,2,0
71,3,0
72,2,0
73,4,0
74,4,0
75,2,0
76,3,0
77,3,0
78,3,0
79,3,0
80,4,0
81,2,0
82,0,0
83,2,0
84,2,0
85,5,0
86,2,0
87,4,0
88,0,0
89,3,0
90,1,0
91,2,0
92,1,0
93,2,0
94,3,0
95,2,0
96,3,0
97,2,0
98,2,0
99,1,0
100,3,0
101,3,0
102,4,0
103,3,0
104,2,0
105,4,0
106,8,0
107,4,0
108,3,0
109,7,0
110,8,0
111,4,0
112,5,0
113,3,0
114,5,0
115,5,0
116,9,0
117,7,0
118,4,0
119,6,0
120,6,0
121,5,0
122,2,0
123,8,0
124,13,0
125,8,0
126,5,0
127,7,0
128,12,0
129,6,0
130,9,0
131,15,0
132,15,0
133,13,0
134,19,0
135,15,0
136,16,0
137,20,0
138,24,0
139,26,0
140,31,0
141,29,0
142,43,0
143,35,0
144,28,0
145,34,0
146,41,0
147,50,0
148,52,0
149,48,0
150,65,0
151,37,0
152,55,0
153,54,0
154,47,0
155,30,0
156,52,0
157,40,0
158,31,0
159,34,0
160,32,0
161,28,0
162,34,0
163,32,0
164,19,0
165,33,0
166,27,0
167,20,0
168,24,0
169,25,0
170,27,0
171,26,0
172,23,0
173,19,0
174,9,0
175,17,0
176,14,0
177,18,0
178,9,0
179,19,0
180,15,0
181,8,0
182,9,0
183,5,0
184,10,0
185,13,0
186,8,0
187,5,0
188,8,0
189,6,0
190,3,0
191,5,0
192,3,0
193,4,0
194,5,0
195,6,0
196,1,0
197,4,0
198,3,0
199,4,0
200,4,0
201,2,0
202,3,0
203,1,0
204,4,0
205,2,0
206,4,0
207,2,0
208,5,0
209,1,0
210,2,0
211,1,0
212,2,0
213,1,0
214,2,0
215,3,0
216,0,0
217,0,0
218,2,0
219,1,0
220,0,0
221,1,0
222,0,0
223,2,0
224,1,0
225,0,0
226,1,0
227,1,0
228,2,0
229,0,0
230,1,0
231,1,0
232,1,0
233,3,0
234,1,0
235,1,0
236,2,0
237,1,0
238,1,0
239,2,0
240,2,0
241,1,0
242,2,0
243,2,0
244,2,0
245,1,0
246,4,0
247,1,0
248,2,0
249,0,0
250,0,0
251,1,0
252,2,0
253,2,0
254,1,0
255,2,0
256,2,0
257,2,0
258,3,0
259,1,0
260,8,0
261,3,0
262,2,0
263,4,0
264,6,0
265,7,0
266,2,0
267,2,0
268,3,0
269,6,0
270,6,0
271,5,0
272,7,0
273,5,0
274,8,0
275,5,0
276,5,0
277,6,0
278,9,0
279,6,0
280,6,0
281,6,0
282,8,0
283,7,0
284,8,0
285,7,0
286,6,0
287,12,0
288,6,0
289,5,0
290,7,0
291,7,0
292,8,0
